radio,mcc,net,area,cell,lat,lon,range,samples
LTE,724,3,31143,185618198,-23.5921,-46.5415,1000,6
LTE,724,3,31143,185618380,-23.5848,-46.5492,1000,6
LTE,724,3,31143,185618398,-23.5876,-46.5458,1000,3
LTE,724,3,31143,185618399,-23.5868,-46.5467,1000,3
LTE,724,3,31143,185620737,-23.5817,-46.5599,1000,1
LTE,724,3,31143,185620745,-23.5838,-46.551,1000,3
LTE,724,3,31143,185620746,-23.5821,-46.5573,1000,3
LTE,724,3,31143,185620865,-23.5829,-46.5534,1000,8
LTE,724,3,31143,185620866,-23.5823,-46.556,1000,3
LTE,724,3,31143,185621005,-23.5889,-46.5448,1000,3
LTE,724,3,31143,185621006,-23.5912,-46.5421,1000,5
LTE,724,3,31143,185621013,-23.5859,-46.5477,1000,3
LTE,724,3,31143,185621121,-23.5899,-46.544,1000,3
LTE,724,3,31143,185621122,-23.5909,-46.5432,1000,3
LTE,724,3,31143,185634313,-23.5843,-46.5774,1000,4
LTE,724,3,31143,185634325,-23.5833,-46.5744,1000,4
LTE,724,3,31143,185635081,-23.5822,-46.5613,1000,15
LTE,724,3,31143,185635082,-23.5826,-46.5649,1000,21
LTE,724,3,31143,185635202,-23.583,-46.5665,1000,1
LTE,724,3,31143,185635595,-23.5952,-46.5874,1000,7
LTE,724,3,31143,185635843,-23.5845,-46.5812,1000,12
LTE,724,3,31143,185635854,-23.585,-46.5818,1000,3
LTE,724,3,31143,185635855,-23.5848,-46.5832,1000,6
LTE,724,3,31143,185635912,-23.5848,-46.5808,1000,5
LTE,724,3,31143,185636036,-23.5829,-46.5693,1000,14
LTE,724,3,31143,185636044,-23.5842,-46.5852,1000,1
LTE,724,3,31143,185636056,-23.5829,-46.5696,1000,6
LTE,724,3,31143,185636058,-23.5844,-46.5785,1000,6
LTE,724,3,31143,185636063,-23.5848,-46.5829,1000,5
LTE,724,3,31143,185636106,-23.584,-46.577,1000,8
LTE,724,3,31143,185636118,-23.584,-46.5765,1000,5
LTE,724,3,31143,185636288,-23.5845,-46.5786,1000,6
LTE,724,3,31143,185636308,-23.5848,-46.581,1000,2
LTE,724,3,31143,185636874,-23.6082,-46.5755,1000,9
LTE,724,3,31143,185636878,-23.6066,-46.5776,1000,6
LTE,724,3,31143,185636886,-23.609,-46.573,1000,4
LTE,724,3,31143,185636994,-23.6091,-46.5732,1000,4
LTE,724,3,31143,185637568,-23.5834,-46.5742,1000,9
LTE,724,3,31143,185637593,-23.5829,-46.5731,1000,4
LTE,724,3,31143,185638153,-23.5777,-46.5712,1000,1
LTE,724,3,31143,185638154,-23.5829,-46.5686,1000,4
LTE,724,3,31143,185638155,-23.5829,-46.5708,1000,7
LTE,724,3,31143,185638167,-23.5798,-46.5721,1000,1
LTE,724,3,31143,185638913,-23.5662,-46.5717,1000,1
LTE,724,3,31143,185638915,-23.5696,-46.5735,1000,1
LTE,724,3,31143,185638921,-23.5661,-46.5722,1000,1
LTE,724,3,31143,185638933,-23.566,-46.5727,1000,1
LTE,724,3,31143,185639041,-23.566,-46.5726,1000,1
LTE,724,3,31143,185639690,-23.5911,-46.5908,1000,15
LTE,724,3,31143,185639691,-23.581,-46.5973,1000,4
LTE,724,3,31143,185639703,-23.5817,-46.597,1000,4
LTE,724,3,31143,185639810,-23.5841,-46.5919,1000,1
LTE,724,3,31143,185639937,-23.5785,-46.599,1000,4
LTE,724,3,31143,185639945,-23.5803,-46.5974,1444,22
LTE,724,3,31143,185639946,-23.5806,-46.5976,1000,4
LTE,724,3,31143,185639957,-23.5733,-46.601,1000,17
LTE,724,3,31143,185639958,-23.58,-46.5978,1000,7
LTE,724,3,31143,185640459,-23.5918,-46.5977,1000,1
LTE,724,3,31143,185640471,-23.5916,-46.5977,1000,1
LTE,724,3,31143,185640579,-23.5929,-46.5978,1000,1
LTE,724,3,31143,185641729,-23.5853,-46.5955,1000,12
LTE,724,3,31143,185641730,-23.5871,-46.5941,1000,16
LTE,724,3,31143,185641731,-23.5845,-46.5957,1000,10
LTE,724,3,31143,185641737,-23.5843,-46.5958,1000,11
LTE,724,3,31143,185641738,-23.5876,-46.5939,1000,5
LTE,724,3,31143,185641739,-23.5852,-46.5951,1000,20
LTE,724,3,31143,185641751,-23.5827,-46.5973,1000,3
LTE,724,3,31143,185642946,-23.5959,-46.597,1000,1
LTE,724,3,31143,185642966,-23.5924,-46.5898,1000,1
LTE,724,3,31143,185643278,-23.5923,-46.5898,1000,1
LTE,724,3,31143,185643456,-23.5843,-46.5863,1000,1
LTE,724,3,31143,185643458,-23.5847,-46.5836,1000,2
LTE,724,3,31143,185643477,-23.5843,-46.5854,1000,1
LTE,724,3,31143,185643481,-23.5928,-46.5896,1000,2
LTE,724,3,31143,185643521,-23.5922,-46.5899,1000,6
LTE,724,3,31143,185643523,-23.5945,-46.5911,1000,1
LTE,724,3,31143,185643531,-23.5941,-46.5907,1000,9
LTE,724,3,31143,185643543,-23.5946,-46.5912,1000,1
LTE,724,3,31143,185643798,-23.5702,-46.6024,1000,11
LTE,724,3,31143,185643838,-23.5666,-46.6098,1000,1
LTE,724,3,31143,185643988,-23.5661,-46.61,1000,1
LTE,724,3,31143,185644053,-23.5651,-46.6049,1000,6
LTE,724,3,31143,185644311,-23.5651,-46.5968,1000,1
LTE,724,3,31143,185644419,-23.5652,-46.5969,1000,1
LTE,724,3,31143,185644873,-23.5721,-46.6017,1000,5
LTE,724,3,31143,185644874,-23.5698,-46.6027,1000,5
LTE,724,3,31143,185645004,-23.5731,-46.601,1000,10
LTE,724,3,31143,185646101,-23.5627,-46.5772,1000,1
LTE,724,3,31143,185646351,-23.5639,-46.6056,1000,5
LTE,724,3,31143,185646359,-23.5668,-46.6039,1000,7
LTE,724,3,31143,185646467,-23.5679,-46.6036,1000,11
LTE,724,3,31143,185647233,-23.5677,-46.5838,1000,1
LTE,724,3,31144,17198091,-23.6128,-46.5625,1000,18
LTE,724,3,31144,17198102,-23.615,-46.5561,1000,6
LTE,724,3,31144,17198103,-23.6126,-46.5627,1000,14
LTE,724,3,31144,185635330,-23.6125,-46.5635,1000,15
LTE,724,3,31144,185635338,-23.611,-46.5676,1000,2
LTE,724,3,31144,185635339,-23.6124,-46.5635,1000,5
LTE,724,3,31144,185635342,-23.6123,-46.564,1000,15
LTE,724,3,31144,185635343,-23.6122,-46.5644,1000,8
LTE,724,3,31144,185635350,-23.6121,-46.5641,1000,11
LTE,724,3,31144,185635351,-23.6105,-46.5688,1000,2
LTE,724,3,31144,185635458,-23.6112,-46.5667,1000,5
LTE,724,3,31144,185635459,-23.6106,-46.5684,1000,4
LTE,724,3,31144,185636611,-23.6148,-46.5569,1000,6
LTE,724,3,31144,185636739,-23.6129,-46.5626,1000,6
LTE,724,3,31144,185638402,-23.6149,-46.5565,1000,9
LTE,724,3,31144,185638410,-23.615,-46.5557,1000,16
LTE,724,3,31144,185638411,-23.6126,-46.5628,1000,5
LTE,724,3,31144,185638422,-23.6164,-46.5521,1000,6
LTE,724,3,31144,185638423,-23.6112,-46.5584,1000,1
LTE,724,3,31144,185638530,-23.6155,-46.5552,1000,16
LTE,724,3,31144,185638531,-23.6143,-46.5585,1000,11
LTE,724,3,31144,185651649,-23.608,-46.5758,1000,5
LTE,724,3,31144,236003093,-23.6141,-46.5588,1000,6
LTE,724,3,31144,236005377,-23.6135,-46.5602,1000,6
LTE,724,3,31144,236005389,-23.6134,-46.5607,1000,6
LTE,724,3,31144,236005505,-23.6156,-46.5544,1000,11
LTE,724,3,31144,236005633,-23.6102,-46.5699,1000,12
LTE,724,3,31144,236005634,-23.6106,-46.5686,1000,8
LTE,724,3,31144,236005635,-23.6095,-46.572,1000,4
LTE,724,3,31144,236005641,-23.6097,-46.5711,1000,6
LTE,724,3,31144,236005642,-23.6106,-46.5689,1000,4
LTE,724,3,31144,236005643,-23.6089,-46.5737,1000,5
LTE,724,3,31144,236005645,-23.6096,-46.5713,1000,9
LTE,724,3,31144,236005646,-23.6106,-46.5688,1000,10
LTE,724,3,31144,236005653,-23.609,-46.5731,1000,12
LTE,724,3,31144,236005654,-23.6108,-46.5675,1000,7
LTE,724,3,31144,236005761,-23.6091,-46.5732,1000,9
LTE,724,3,31144,236005898,-23.6255,-46.5619,1000,1
LTE,724,3,31144,236006018,-23.6254,-46.5617,1000,1
LTE,724,3,31144,236007435,-23.6047,-46.5792,1000,12
LTE,724,3,31144,236007438,-23.6062,-46.5781,1000,6
LTE,724,3,31144,236007439,-23.6054,-46.5786,1000,11
LTE,724,3,31144,236007555,-23.6034,-46.5805,1000,10
LTE,724,3,31145,16793151,-23.6327,-46.5959,1000,1
LTE,724,3,31145,17128969,-23.5928,-46.5893,1000,2
LTE,724,3,31145,17128981,-23.5943,-46.5881,1000,7
LTE,724,3,31145,17128982,-23.5989,-46.5843,1000,11
LTE,724,3,31145,17129090,-23.5972,-46.5857,1000,14
LTE,724,3,31145,17129091,-23.6006,-46.5827,1000,5
LTE,724,3,31145,17217217,-23.593,-46.5891,1000,1
LTE,724,3,31145,18129793,-23.6083,-46.5988,1000,2
LTE,724,3,31145,18226239,-23.5955,-46.5872,1000,3
LTE,724,3,31145,18226389,-23.5956,-46.5871,1000,11
LTE,724,3,31145,18425796,-23.6076,-46.5768,1000,6
LTE,724,3,31145,18435039,-23.6062,-46.5991,1000,1
LTE,724,3,31145,18808845,-23.5929,-46.5891,1000,1
LTE,724,3,31145,18808847,-23.6015,-46.5821,1000,6
LTE,724,3,31145,185636361,-23.5975,-46.5854,1000,5
LTE,724,3,31145,185636362,-23.6024,-46.5811,1000,4
LTE,724,3,31145,185636363,-23.601,-46.5826,1000,6
LTE,724,3,31145,185636367,-23.6044,-46.5797,1000,6
LTE,724,3,31145,185636374,-23.6095,-46.5721,4570,21
LTE,724,3,31145,185650305,-23.6252,-46.5975,1000,1
LTE,724,3,31145,185653527,-23.636,-46.5931,1000,1
LTE,724,3,31145,185653635,-23.6375,-46.5927,1000,1
LTE,724,3,31145,185654018,-23.6082,-46.5984,1000,1
LTE,724,3,31145,185654079,-23.602,-46.5992,1000,1
LTE,724,3,31145,185654209,-23.6019,-46.5991,1000,1
LTE,724,3,31145,185654215,-23.6123,-46.6002,1000,1
LTE,724,3,31145,185655682,-23.6253,-46.6079,1000,1
LTE,724,3,31145,185657406,-23.5934,-46.5901,1000,4
LTE,724,3,31145,185657537,-23.594,-46.5824,1000,1
LTE,724,3,31145,185657556,-23.5941,-46.5906,1000,9
LTE,724,3,31145,185657568,-23.6061,-46.5989,1000,1
LTE,724,3,31145,185658889,-23.6205,-46.6106,1000,1
LTE,724,3,31145,185659011,-23.6232,-46.6126,1000,1
LTE,724,3,31145,185659138,-23.617,-46.6094,1000,1
LTE,724,3,31145,185659146,-23.6176,-46.6095,1000,1
LTE,724,3,31145,185659413,-23.6256,-46.6162,1000,1
LTE,724,3,31146,17124544,-23.5798,-46.6934,1000,10
LTE,724,3,31146,17124809,-23.5853,-46.6912,1000,3
LTE,724,3,31146,17124810,-23.5844,-46.6919,1000,14
LTE,724,3,31146,17241865,-23.5705,-46.7106,1000,20
LTE,724,3,31146,17292801,-23.5904,-46.6918,1000,13
LTE,724,3,31146,17292802,-23.5937,-46.6924,1000,18
LTE,724,3,31146,17292803,-23.5934,-46.6924,1000,6
LTE,724,3,31146,17292813,-23.5927,-46.6926,1000,2
LTE,724,3,31146,17293066,-23.5935,-46.6922,1000,18
LTE,724,3,31146,17293313,-23.5857,-46.691,1000,1
LTE,724,3,31146,17293314,-23.5857,-46.6909,1000,9
LTE,724,3,31146,17293315,-23.5893,-46.6914,1000,14
LTE,724,3,31146,17293327,-23.5904,-46.6918,1000,10
LTE,724,3,31146,17293577,-23.5864,-46.691,1000,8
LTE,724,3,31146,17304647,-23.5828,-46.6923,1000,6
LTE,724,3,31146,17304648,-23.5897,-46.6929,1126,10
LTE,724,3,31146,17304797,-23.5839,-46.6916,1000,6
LTE,724,3,31146,17834497,-23.5692,-46.7126,1263,10
LTE,724,3,31146,17886209,-23.5789,-46.6944,1540,38
LTE,724,3,31146,17886211,-23.5876,-46.6927,6295,27
LTE,724,3,31146,17886221,-23.5673,-46.7028,1000,1
LTE,724,3,31146,17886223,-23.5831,-46.6926,2037,23
LTE,724,3,31146,18024707,-23.5676,-46.7117,1000,8
LTE,724,3,31146,18503646,-23.57,-46.7103,1000,6
LTE,724,3,31146,18503647,-23.5662,-46.7123,1000,6
LTE,724,3,31146,18550234,-23.5655,-46.7128,1000,6
LTE,724,3,31146,18650991,-23.591,-46.6835,1000,1
LTE,724,3,31146,18651063,-23.5913,-46.6847,1000,5
LTE,724,3,31146,18651064,-23.5913,-46.6866,1000,3
LTE,724,3,31146,18651065,-23.59,-46.6819,1000,5
LTE,724,3,31146,18651066,-23.5887,-46.682,1000,3
LTE,724,3,31146,18652674,-23.5744,-46.6979,1000,3
LTE,724,3,31146,18652675,-23.5736,-46.6987,1000,7
LTE,724,3,31146,18652681,-23.5713,-46.7006,1000,20
LTE,724,3,31146,18652682,-23.5718,-46.6965,1000,2
LTE,724,3,31146,18652683,-23.5729,-46.6997,1000,17
LTE,724,3,31146,18652685,-23.5714,-46.7005,1000,5
LTE,724,3,31146,18652687,-23.5734,-46.699,1000,3
LTE,724,3,31146,18652693,-23.5705,-46.7013,1000,7
LTE,724,3,31146,18652803,-23.5738,-46.6985,1000,1
LTE,724,3,31146,19149065,-23.5602,-46.6708,4771,9
LTE,724,3,31146,19149067,-23.5439,-46.6339,7352,8
LTE,724,3,31146,19149077,-23.5607,-46.6689,4602,10
LTE,724,3,31146,19149079,-23.5497,-46.6434,6962,7
LTE,724,3,31146,202392065,-23.5835,-46.693,2058,6
LTE,724,3,31146,202392066,-23.5844,-46.693,2145,6
LTE,724,3,31146,202392067,-23.5872,-46.6925,2452,11
LTE,724,3,31146,202392073,-23.5838,-46.6934,2069,8
LTE,724,3,31146,202392074,-23.5862,-46.6908,1000,2
LTE,724,3,31146,202392075,-23.5877,-46.6905,1000,4
LTE,724,3,31146,202392077,-23.5943,-46.6927,1000,4
LTE,724,3,31146,202392078,-23.5874,-46.691,1000,4
LTE,724,3,31146,202392079,-23.5893,-46.6915,1000,6
LTE,724,3,31146,202392193,-23.5859,-46.6911,1000,11
LTE,724,3,31146,202392195,-23.5895,-46.6921,1000,10
LTE,724,3,31146,202394639,-23.5923,-46.7134,1000,1
LTE,724,3,31146,202395146,-23.5913,-46.7035,1000,1
LTE,724,3,31146,202395158,-23.5931,-46.7049,1000,1
LTE,724,3,31146,202397963,-23.5546,-46.7091,1000,1
LTE,724,3,31146,202398082,-23.5559,-46.7048,1000,6
LTE,724,3,31146,202398083,-23.5547,-46.7077,1000,9
LTE,724,3,31146,202398465,-23.5707,-46.7107,1000,5
LTE,724,3,31146,202398473,-23.5736,-46.703,1000,4
LTE,724,3,31146,202398474,-23.5746,-46.6955,1000,3
LTE,724,3,31146,202399747,-23.5667,-46.7097,1000,15
LTE,724,3,31146,202399758,-23.5673,-46.7029,1000,3
LTE,724,3,31146,202399806,-23.56,-46.7071,1000,1
LTE,724,3,31146,202399810,-23.5623,-46.7042,1000,1
LTE,724,3,31146,202399815,-23.5652,-46.7136,1000,1
LTE,724,3,31146,202399935,-23.5629,-46.7045,1000,4
LTE,724,3,31146,202399942,-23.5674,-46.7029,1000,4
LTE,724,3,31146,202399945,-23.5659,-46.7122,1000,20
LTE,724,3,31146,202399946,-23.5692,-46.7094,1000,4
LTE,724,3,31146,202399955,-23.5602,-46.7069,1000,4
LTE,724,3,31146,202399956,-23.5615,-46.7055,1000,4
LTE,724,3,31146,202399960,-23.5645,-46.7038,1000,4
LTE,724,3,31146,202399961,-23.5653,-46.7036,1000,3
LTE,724,3,31146,202399962,-23.5675,-46.7029,1000,2
LTE,724,3,31146,202399965,-23.5665,-46.7105,1000,9
LTE,724,3,31146,202399966,-23.5663,-46.7116,1000,9
LTE,724,3,31146,202400001,-23.5716,-46.71,545,26
LTE,724,3,31146,202400009,-23.5719,-46.7104,1000,20
LTE,724,3,31146,202400010,-23.5745,-46.7077,1000,15
LTE,724,3,31146,202400013,-23.5733,-46.7129,1000,5
LTE,724,3,31146,202400014,-23.5779,-46.7125,1000,3
LTE,724,3,31146,202400021,-23.5728,-46.7104,1000,11
LTE,724,3,31146,202400023,-23.5775,-46.7133,1000,2
LTE,724,3,31146,202400129,-23.573,-46.7106,1000,4
LTE,724,3,31146,202401793,-23.5701,-46.7116,1000,3
LTE,724,3,31146,202401794,-23.5743,-46.7159,1000,3
LTE,724,3,31146,202401795,-23.575,-46.717,1000,6
LTE,724,3,31146,202401802,-23.5736,-46.7124,1000,10
LTE,724,3,31146,202401803,-23.5751,-46.7171,1000,15
LTE,724,3,31146,202401814,-23.5771,-46.7139,1000,1
LTE,724,3,31146,202401815,-23.5758,-46.7185,1000,3
LTE,724,3,31146,202401921,-23.5651,-46.7136,1000,1
LTE,724,3,31146,202401922,-23.5758,-46.7126,1000,10
LTE,724,3,31146,202402561,-23.5583,-46.7114,1000,3
LTE,724,3,31146,202402562,-23.5655,-46.7123,1000,1
LTE,724,3,31146,202402563,-23.5642,-46.7144,1000,4
LTE,724,3,31146,202402621,-23.5599,-46.7116,1000,2
LTE,724,3,31146,202402622,-23.5592,-46.7119,1000,3
LTE,724,3,31146,202402751,-23.5571,-46.7108,1000,3
LTE,724,3,31146,202402761,-23.5647,-46.7135,1000,3
LTE,724,3,31146,202402776,-23.5657,-46.712,1000,1
LTE,724,3,31146,202402777,-23.5648,-46.7126,1000,1
LTE,724,3,31146,202402781,-23.5638,-46.716,1000,1
LTE,724,3,31146,202402782,-23.5653,-46.713,1000,3
LTE,724,3,31146,202405377,-23.5703,-46.7083,1000,20
LTE,724,3,31146,202405378,-23.5716,-46.7085,1000,3
LTE,724,3,31146,202405385,-23.5715,-46.7068,1000,14
LTE,724,3,31146,202405386,-23.5728,-46.7034,1000,10
LTE,724,3,31146,202405387,-23.5719,-46.7014,1000,15
LTE,724,3,31146,202405389,-23.5721,-46.7016,1000,2
LTE,724,3,31146,202405398,-23.5716,-46.7081,1000,1
LTE,724,3,31146,202405399,-23.5712,-46.7008,1000,9
LTE,724,3,31146,202405505,-23.5687,-46.7083,1000,2
LTE,724,3,31146,202405507,-23.5696,-46.7017,1000,6
LTE,724,3,31146,202407169,-23.5786,-46.7109,1000,8
LTE,724,3,31146,202407371,-23.5825,-46.7133,1000,6
LTE,724,3,31146,202407372,-23.5816,-46.712,1000,2
LTE,724,3,31146,202409217,-23.5705,-46.7106,1000,4
LTE,724,3,31146,202409218,-23.5701,-46.7126,1000,22
LTE,724,3,31146,202409219,-23.5707,-46.7187,500,26
LTE,724,3,31146,202409225,-23.5689,-46.7117,1000,2
LTE,724,3,31146,202409226,-23.5701,-46.7127,1000,7
LTE,724,3,31146,202409227,-23.5707,-46.7185,1000,7
LTE,724,3,31146,202409230,-23.5699,-46.7135,1000,1
LTE,724,3,31146,202409239,-23.572,-46.7219,1000,1
LTE,724,3,31146,202409731,-23.5573,-46.7136,1000,1
LTE,724,3,31146,202409794,-23.5548,-46.7093,1000,3
LTE,724,3,31146,202409797,-23.5558,-46.71,1000,4
LTE,724,3,31146,202409799,-23.5593,-46.7119,1000,4
LTE,724,3,31146,202409800,-23.5584,-46.7134,1000,4
LTE,724,3,31146,202409801,-23.5576,-46.715,1000,4
LTE,724,3,31146,202409930,-23.5578,-46.7135,1000,1
LTE,724,3,31146,202409931,-23.5563,-46.7146,1000,1
LTE,724,3,31146,202409947,-23.5589,-46.7094,1000,8
LTE,724,3,31146,202409949,-23.558,-46.7113,1000,3
LTE,724,3,31146,202482690,-23.5729,-46.6981,1000,1
LTE,724,3,31146,202482691,-23.5738,-46.6981,1000,9
LTE,724,3,31146,202482698,-23.5725,-46.6967,1000,8
LTE,724,3,31146,202482699,-23.5722,-46.698,1000,17
LTE,724,3,31146,202482711,-23.573,-46.699,1000,5
LTE,724,3,31146,202483391,-23.578,-46.6865,1000,1
LTE,724,3,31146,202483398,-23.5817,-46.6838,1000,1
LTE,724,3,31146,202483411,-23.5782,-46.6865,1000,9
LTE,724,3,31146,202483412,-23.5798,-46.6855,1000,3
LTE,724,3,31146,202483416,-23.5808,-46.685,1000,3
LTE,724,3,31146,202483417,-23.5819,-46.6845,1000,1
LTE,724,3,31146,202483721,-23.5812,-46.6631,4283,2
LTE,724,3,31146,202483722,-23.5951,-46.6239,1000,1
LTE,724,3,31146,202483723,-23.5784,-46.6835,6355,4
LTE,724,3,31146,202483733,-23.5812,-46.6631,4283,2
LTE,724,3,31146,202483734,-23.5699,-46.7029,3340,8
LTE,724,3,31146,202483735,-23.565,-46.692,2125,3
LTE,724,3,31146,202483843,-23.5638,-46.687,1596,2
LTE,724,3,31146,202484481,-23.5807,-46.6935,1000,4
LTE,724,3,31146,202484483,-23.5826,-46.6925,1000,3
LTE,724,3,31146,202484552,-23.5888,-46.6913,1000,2
LTE,724,3,31146,202484673,-23.5772,-46.6957,1000,4
LTE,724,3,31146,202484682,-23.5881,-46.6917,1000,2
LTE,724,3,31146,202484691,-23.5828,-46.694,1000,3
LTE,724,3,31146,202484702,-23.5886,-46.6928,1000,7
LTE,724,3,31146,202484704,-23.5844,-46.6931,1000,5
LTE,724,3,31146,202485001,-23.5755,-46.6882,1000,7
LTE,724,3,31146,202485003,-23.5769,-46.6873,1000,3
LTE,724,3,31146,202485761,-23.5758,-46.6966,1139,13
LTE,724,3,31146,202485763,-23.5786,-46.6947,1000,15
LTE,724,3,31146,202485773,-23.5776,-46.6954,1000,4
LTE,724,3,31146,202485775,-23.5777,-46.6955,1382,7
LTE,724,3,31146,202485823,-23.5724,-46.6994,1000,6
LTE,724,3,31146,202485832,-23.5784,-46.6947,1000,6
LTE,724,3,31146,202485951,-23.5773,-46.6955,1000,9
LTE,724,3,31146,202485952,-23.5778,-46.6954,1000,8
LTE,724,3,31146,202485953,-23.5745,-46.6976,1000,10
LTE,724,3,31146,202485962,-23.5812,-46.6933,1000,12
LTE,724,3,31146,202485971,-23.5793,-46.6961,1000,4
LTE,724,3,31146,202485972,-23.5774,-46.6972,1000,8
LTE,724,3,31146,202485973,-23.5749,-46.6973,1021,25
LTE,724,3,31146,202485982,-23.5796,-46.6941,1000,14
LTE,724,3,31146,202485983,-23.5799,-46.695,1000,10
LTE,724,3,31146,202486025,-23.5695,-46.6877,1000,1
LTE,724,3,31146,202486026,-23.5741,-46.689,1000,1
LTE,724,3,31146,202486027,-23.5724,-46.69,1000,5
LTE,724,3,31146,202486038,-23.5736,-46.6893,1000,4
LTE,724,3,31146,202486039,-23.571,-46.692,1000,1
LTE,724,3,31146,202486282,-23.5624,-46.6853,1000,8
LTE,724,3,31146,202486293,-23.5631,-46.6889,1000,2
LTE,724,3,31146,202486294,-23.563,-46.6863,1000,7
LTE,724,3,31146,202486295,-23.5647,-46.6895,1000,4
LTE,724,3,31146,202486402,-23.5643,-46.6857,1000,2
LTE,724,3,31146,202486585,-23.5752,-46.6721,1000,3
LTE,724,3,31146,202486586,-23.5743,-46.6729,1000,3
LTE,724,3,31146,202486606,-23.5725,-46.6744,1000,2
LTE,724,3,31146,202486637,-23.5716,-46.6752,1000,4
LTE,724,3,31146,202486640,-23.5734,-46.6737,1000,4
LTE,724,3,31146,202487153,-23.575,-46.678,1000,1
LTE,724,3,31146,202487555,-23.5651,-46.6851,1000,5
LTE,724,3,31146,202487562,-23.5645,-46.6855,1000,1
LTE,724,3,31146,202487563,-23.5649,-46.6854,1000,4
LTE,724,3,31146,202487573,-23.564,-46.6841,1000,6
LTE,724,3,31146,202487575,-23.5647,-46.6862,1000,8
LTE,724,3,31146,202488074,-23.5769,-46.6641,1000,1
LTE,724,3,31146,202488075,-23.5812,-46.6651,1000,1
LTE,724,3,31146,202488086,-23.5774,-46.6635,1000,7
LTE,724,3,31146,202488194,-23.5792,-46.6612,1000,1
LTE,724,3,31146,202488195,-23.5816,-46.6655,1000,3
LTE,724,3,31146,202489346,-23.566,-46.6845,1000,1
LTE,724,3,31146,202489601,-23.5615,-46.6841,1000,7
LTE,724,3,31146,202489602,-23.5615,-46.6842,1000,4
LTE,724,3,31146,202489603,-23.5636,-46.6877,1000,4
LTE,724,3,31146,202489609,-23.5621,-46.686,1000,3
LTE,724,3,31146,202489611,-23.5635,-46.6871,1000,5
LTE,724,3,31146,202489621,-23.5628,-46.6864,1000,1
LTE,724,3,31146,202489622,-23.5618,-46.6845,1000,3
LTE,724,3,31146,202489623,-23.5635,-46.687,1000,17
LTE,724,3,31146,202489729,-23.5613,-46.6867,1000,1
LTE,724,3,31146,202489730,-23.5617,-46.6844,1000,3
LTE,724,3,31146,202489731,-23.5635,-46.6872,1000,7
LTE,724,3,31146,202491649,-23.568,-46.6961,1000,1
LTE,724,3,31146,202491651,-23.5718,-46.6963,1000,1
LTE,724,3,31146,202491661,-23.5666,-46.696,1000,1
LTE,724,3,31146,202491662,-23.5713,-46.6951,1000,1
LTE,724,3,31146,202491710,-23.568,-46.6956,1000,1
LTE,724,3,31146,202491714,-23.5699,-46.6949,1000,1
LTE,724,3,31146,202491840,-23.5677,-46.6953,1000,1
LTE,724,3,31146,202491852,-23.5692,-46.697,1000,1
LTE,724,3,31146,202491859,-23.5681,-46.6965,1000,4
LTE,724,3,31146,202491860,-23.5678,-46.6956,1000,3
LTE,724,3,31146,202491865,-23.572,-46.6962,1000,4
LTE,724,3,31146,202491869,-23.5718,-46.6964,1000,2
LTE,724,3,31146,202491870,-23.5708,-46.6984,1000,2
LTE,724,3,31146,202491871,-23.5699,-46.6976,1000,4
LTE,724,3,31146,202491872,-23.5688,-46.6971,1000,2
LTE,724,3,31146,202492162,-23.5686,-46.6923,1000,1
LTE,724,3,31146,202492163,-23.5671,-46.694,1000,1
LTE,724,3,31146,202492170,-23.5697,-46.6917,1000,12
LTE,724,3,31146,202492171,-23.5676,-46.6943,1000,8
LTE,724,3,31146,202492175,-23.567,-46.694,1000,1
LTE,724,3,31146,202492289,-23.5663,-46.6915,1000,1
LTE,724,3,31146,202492291,-23.5669,-46.6943,1000,1
LTE,724,3,31146,202492418,-23.5644,-46.6959,1000,1
LTE,724,3,31146,202492419,-23.5656,-46.7013,1000,1
LTE,724,3,31146,202492426,-23.5647,-46.6966,1000,1
LTE,724,3,31146,202492427,-23.5641,-46.699,1000,1
LTE,724,3,31146,202492546,-23.5645,-46.6967,1000,1
LTE,724,3,31146,202493441,-23.5668,-46.701,1000,3
LTE,724,3,31146,202493443,-23.5673,-46.7026,1000,9
LTE,724,3,31146,202493453,-23.5673,-46.7027,1000,1
LTE,724,3,31146,202493455,-23.5679,-46.7024,1000,8
LTE,724,3,31146,202493506,-23.5657,-46.6989,1000,1
LTE,724,3,31146,202493508,-23.567,-46.6988,1000,1
LTE,724,3,31146,202493512,-23.5674,-46.702,1000,3
LTE,724,3,31146,202493513,-23.5796,-46.705,5952,16
LTE,724,3,31146,202493631,-23.5692,-46.7015,1000,5
LTE,724,3,31146,202493632,-23.567,-46.7029,1000,1
LTE,724,3,31146,202493642,-23.5675,-46.7021,1000,2
LTE,724,3,31146,202493643,-23.5676,-46.7025,1000,6
LTE,724,3,31146,202493644,-23.567,-46.7029,1000,1
LTE,724,3,31146,202493651,-23.5673,-46.7027,1000,1
LTE,724,3,31146,202493662,-23.5675,-46.7023,1000,5
LTE,724,3,31146,202493663,-23.5677,-46.7026,1000,15
LTE,724,3,31146,202493664,-23.5665,-46.7032,1000,2
LTE,724,3,31146,202493697,-23.5617,-46.6932,1000,6
LTE,724,3,31146,202493705,-23.5589,-46.6915,1000,4
LTE,724,3,31146,202493707,-23.5619,-46.6934,1000,1
LTE,724,3,31146,202493717,-23.5618,-46.6931,1000,7
